#;Status;Priority;Subjet;Resource;Tipo de Asset;Updated;Last Seen;Date Found;CVSS Score de la Herramienta;CVSS Score;Puntaje Ponderado;Pertenece a Investments;Negocio
83020;Mitigated;Low;Wordpress < 5.8.1 Vulnerabilidades Mœltiples;10.220.82.40:32255;IP Interna;18-02-2025;22-03-2024;16-10-2025;16;16;No;Si;
20339;Confirmed;Medium;OpenSSL < 1.1.1l Vulnerabilidades Mœltiples;144.169.199.146:23443;IP Externa;21-02-2024;10-08-2024;14-04-2025;42;42;No;Si;
67244;Reopened;Low;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;120.157.91.226:38049;IP Externa;03-05-2024;29-07-2024;11-09-2024;33;23;Si;Si;
59794;Confirmed;Medium;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;140.110.153.3:50175;IP Externa;23-01-2025;08-10-2024;13-08-2025;50;52;Si;Si;
55077;Mitigated;Medium;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;29.87.111.178:14026;IP Externa;23-05-2025;25-04-2025;10-02-2024;46;48;Si;No;
85287;Confirmed;Medium;Java JRE < 8u301 Vulnerabilidades Mœltiples;120.157.91.226:41898;IP Externa;16-07-2025;22-06-2025;12-01-2024;53;53;No;No;
79677;Confirmed;Critical;VMware ESXi < 6.7 P05 Vulnerabilidad 'VMCA' (CVE-2021-21975);159.9.209.83:33889;IP Externa;24-04-2024;22-01-2024;20-07-2024;95;98;Si;No;
12667;Confirmed;Informational;Cisco Unified Communications Manager < 12.5(1)SU5 Vulnerabilidades Mœltiples;10.220.56.244:63602;IP Externa;20-08-2024;04-05-2024;11-11-2024;0;0;No;No;
42429;Mitigated;High;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);10.220.173.167:40972;IP Externa;23-11-2024;24-06-2024;12-05-2024;89;73;Si;No;
56109;Mitigated;Medium;Windows Print Spooler Remote Code Execution (PrintNightmare);10.220.14.171:63133;IP Externa;04-09-2024;12-07-2024;18-11-2024;60;67;Si;No;
30716;Mitigated;Low;Python < 3.9.7 Vulnerabilidades Mœltiples;184.192.47.21:42357;IP Externa;28-09-2024;13-08-2024;19-04-2025;20;14;Si;No;
84627;Confirmed;Low;SSL/TLS: Vulnerabilidad 'CRIME';148.168.116.65:15878;IP Externa;01-06-2024;26-03-2024;22-12-2024;11;14;Si;No;
69124;Confirmed;High;Microsoft Windows SMBv1 Protocolo Obsoleto Detectado;10.220.210.135:62051;IP Interna;03-07-2025;10-02-2024;09-10-2024;73;76;Si;No;
24585;Reopened;Medium;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);10.220.144.208:55191;IP Interna;02-09-2024;02-06-2025;26-08-2025;44;52;Si;No;
96938;Mitigated;Medium;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;http://cloudsys.cl/179oy1pi;IP Interna;06-08-2024;16-05-2024;25-12-2024;50;68;Si;No;
22478;Mitigated;Medium;SSLv3 Protocolo Obsoleto Habilitado (POODLE);45.113.172.125:1237;IP Externa;14-02-2024;27-04-2025;18-09-2024;59;64;Si;No;
65581;Reopened;High;Drupal < 9.2.6 Vulnerabilidades Mœltiples;192.168.58.183:3241;IP Interna;06-01-2025;30-09-2024;31-10-2024;74;80;Si;No;
98354;Mitigated;Medium;SSL/TLS: Certificado Expirado;10.220.255.110:29767;IP Externa;29-06-2024;30-01-2024;31-03-2025;42;42;No;No;
15321;Mitigated;Low;Servicio 'Telnet' Habilitado;http://zylos.cl/y3yrv0v0qa;IP Externa;16-01-2025;07-07-2025;16-01-2024;25;28;Si;No;
54088;Confirmed;Medium;Encabezado 'X-Frame-Options' No Encontrado (Clickjacking);192.168.58.183:53705;IP Externa;08-10-2024;03-07-2024;06-09-2025;40;51;Si;No;
39830;Confirmed;Low;SSL/TLS: Vulnerabilidad 'CRIME';192.168.63.28:28443;IP Interna;19-06-2025;14-04-2024;26-06-2024;36;15;Si;No;
64530;Confirmed;Critical;OpenSSL < 1.1.1l Vulnerabilidades Mœltiples;10.220.106.159:8486;IP Interna;29-10-2024;14-07-2025;10-05-2025;94;97;Si;No;
95643;Reopened;Medium;PHP < 8.0.12 Vulnerabilidades Mœltiples;192.168.187.2:16956;IP Externa;05-04-2024;16-07-2025;31-05-2025;40;57;Si;No;
26868;Confirmed;Medium;Encabezado 'X-Frame-Options' No Encontrado (Clickjacking);10.220.210.135:62051;IP Interna;29-06-2024;25-06-2024;21-04-2025;60;57;Si;Si;
21305;Mitigated;Medium;Permisos de /etc/shadow DŽbiles;192.168.146.62:37444;IP Interna;24-09-2024;11-05-2025;17-02-2024;40;58;Si;Si;
16658;Confirmed;Medium;Encabezado 'Content-Security-Policy (CSP)' No Encontrado;192.168.110.42:28248;IP Externa;11-08-2025;08-01-2024;25-11-2024;51;58;Si;Si;
52674;Reopened;Medium;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;41.48.54.21:65074;IP Externa;30-06-2025;24-02-2024;19-07-2024;43;59;Si;Si;
26152;Mitigated;Low;SMB Signing Disabled o No Requerido;192.168.150.212:4671;IP Interna;24-08-2024;15-07-2024;11-08-2024;30;15;Si;Si;
22666;Confirmed;Low;Node.js < 16.10.0 Vulnerabilidad de Contrabando de HTTP;10.220.165.202:51580;IP Interna;22-06-2025;16-02-2025;21-04-2024;27;30;Si;Si;
30212;Mitigated;Low;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;192.168.4.113:58196;IP Externa;23-03-2024;31-05-2024;01-07-2025;11;32;Si;Si;
96286;Mitigated;Informational;TLSv1.1 Protocolo Obsoleto Habilitado;10.220.210.135:62051;IP Interna;30-01-2024;08-09-2025;02-09-2024;0;0;No;Si;
65026;Mitigated;Low;Sudo < 1.9.5p2 Vulnerabilidad de 'Baron Samedit';10.220.203.114:13952;IP Interna;12-05-2024;19-04-2025;22-07-2024;32;13;Si;Si;
66806;Mitigated;Medium;Microsoft Windows Server: Missing Security Update (ZeroLogon);192.168.145.180:30556;IP Externa;03-08-2025;25-03-2024;31-08-2025;48;56;Si;Si;
99700;Confirmed;Critical;LLMNR y NBT-NS Habilitados (Riesgo de Spoofing);10.220.135.106:19444;IP Interna;08-11-2024;08-05-2024;02-04-2024;94;95;Si;Si;
97569;Mitigated;Critical;vsftpd < 3.0.3 Backdoor Command Execution;2.187.25.237:12156;IP Interna;24-10-2024;23-03-2024;27-02-2024;100;95;Si;Si;
18527;Reopened;Critical;Microsoft Exchange Server Remote Code Execution (ProxyShell);114.62.73.14:29684;IP Externa;30-04-2024;11-03-2025;04-07-2024;95;100;Si;Si;
39689;Mitigated;High;Microsoft RDP Client Remote Code Execution (CVE-2020-0655);https://metrics.cl/ijdnm2ts8;IP Externa;04-04-2024;09-10-2024;12-03-2024;82;74;Si;Si;
82090;Mitigated;Low;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';10.220.107.124:30550;IP Externa;23-08-2024;07-09-2025;15-10-2024;14;12;Si;No;
15404;Mitigated;Low;Servicio 'Telnet' Habilitado;http://metrics.cl/61hod8bpw4e;IP Externa;29-01-2024;15-11-2024;12-02-2024;14;25;Si;No;
61544;Confirmed;Medium;Servicio 'Telnet' Habilitado;223.1.71.89:24394;IP Externa;24-04-2024;21-07-2024;29-10-2025;45;45;Si;No;
33490;Confirmed;High;OpenSSH < 8.7 Vulnerabilidad de PAM;192.168.243.229:44119;IP Externa;11-03-2024;27-03-2024;26-08-2024;78;81;Si;No;
71120;Mitigated;Informational;SSLv3 Protocolo Obsoleto Habilitado (POODLE);97.232.160.194:63348;IP Interna;05-10-2024;02-04-2024;29-09-2025;0;0;No;No;
22235;Mitigated;High;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);https://datafast.cl/uehdibw2;IP Externa;09-04-2025;04-07-2024;04-10-2025;82;71;Si;Si;
93497;Confirmed;Low;SSL/TLS: Certificado Expirado;10.220.30.41:19175;IP Externa;24-09-2025;29-03-2025;02-01-2024;15;15;No;No;
79169;Mitigated;Medium;Permisos de /etc/passwd DŽbiles;10.220.82.40:32200;IP Externa;23-05-2024;07-10-2024;15-02-2025;58;58;Si;No;
37711;Confirmed;Critical;SSL/TLS: Cifrados DŽbiles (RC4, 3DES) Habilitados;192.168.170.34:46049;IP Externa;07-09-2024;11-09-2024;04-05-2025;98;99;Si;Si;
94276;Confirmed;Critical;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;192.168.223.23:27505;IP Externa;04-09-2024;02-01-2024;07-09-2025;97;97;Si;No;
61308;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';25.246.127.109:1416;IP Interna;12-06-2024;30-08-2024;18-12-2024;64;51;Si;No;
30384;Confirmed;Medium;TLSv1.1 Protocolo Obsoleto Habilitado;192.168.110.42:28248;IP Externa;09-09-2024;23-02-2024;08-05-2024;42;42;No;No;
81713;Mitigated;Medium;PHP < 8.0.12 Vulnerabilidades Mœltiples;http://securenet.cl/fcac2tm1;IP Interna;03-04-2025;03-06-2024;05-04-2024;42;42;No;Si;
18655;Confirmed;High;SSL/TLS: Certificado Autofirmado (Self-Signed);114.62.73.14:20927;IP Externa;22-06-2024;01-08-2024;12-05-2025;81;83;Si;No;
34723;Confirmed;High;Soporte para 'Null Sessions' de SMB Habilitado;192.168.187.2:48298;IP Externa;15-04-2025;18-03-2024;05-12-2024;83;84;Si;No;
97927;Confirmed;Medium;Adobe Acrobat Reader < 2021.005.20060 Vulnerabilidades Mœltiples;10.220.248.30:43090;IP Externa;16-04-2024;11-03-2024;17-05-2025;40;46;Si;No;
51329;Confirmed;Low;Servidor FTP Permite Login An—nimo;140.110.153.3:52800;IP Externa;19-06-2024;15-06-2025;01-09-2024;16;16;No;No;
99033;Confirmed;Low;SSL/TLS: Mismatch en el Nombre del Certificado (CN);192.168.110.42:28248;IP Externa;17-03-2024;07-08-2024;04-04-2025;17;35;Si;No;
37014;Reopened;Medium;Drupal < 9.2.6 Vulnerabilidades Mœltiples;184.192.47.21:5769;IP Externa;01-11-2024;03-10-2025;27-10-2024;41;56;Si;No;
22893;Reopened;Low;SSL/TLS: Vulnerabilidad 'CRIME';192.168.4.113:53358;IP Externa;23-03-2025;28-04-2025;31-10-2025;15;15;No;No;
28108;Confirmed;Low;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;192.168.110.42:28248;IP Externa;22-03-2024;03-06-2024;11-01-2024;16;16;No;No;
35979;Confirmed;Medium;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;20.68.149.122:54052;IP Externa;10-05-2025;23-12-2024;23-06-2024;52;68;Si;Si;
48544;Mitigated;Medium;SSL/TLS: Vulnerabilidad 'CRIME';10.220.232.204:23489;IP Interna;02-03-2025;05-10-2024;07-08-2025;57;45;Si;No;
75076;Confirmed;Low;SSL/TLS: Certificado Expirado;10.220.28.134:14794;IP Externa;15-03-2024;19-11-2024;01-04-2024;29;17;Si;No;
30678;Confirmed;Medium;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);10.220.220.103:51288;IP Interna;02-04-2025;06-02-2024;04-02-2025;60;41;Si;No;
91222;Reopened;Medium;SNMP Agent 'private' Community String Habilitado (Escritura);192.168.211.47:39848;IP Interna;15-09-2024;18-10-2024;14-08-2024;56;54;Si;No;
54292;Confirmed;Critical;Redis < 6.2.5 Vulnerabilidad de Desbordamiento de Bœfer;23.26.211.201:36586;IP Externa;06-11-2024;10-10-2024;12-10-2025;91;99;Si;No;
67426;Reopened;High;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);10.220.210.135:62051;IP Interna;08-11-2024;26-07-2024;01-10-2025;84;76;Si;No;
66957;Reopened;Medium;SSL/TLS: Vulnerabilidad 'CRIME';10.220.61.204:57348;IP Interna;26-01-2024;02-04-2025;24-02-2024;48;58;Si;No;
74786;Confirmed;Informational;Permisos de /etc/passwd DŽbiles;192.168.141.9:47948;IP Interna;30-08-2025;21-06-2025;09-11-2024;0;0;No;No;
95195;Mitigated;Medium;SSL/TLS: Vulnerabilidad 'CRIME';192.168.110.42:28248;IP Externa;22-02-2024;21-07-2024;27-05-2024;44;66;Si;No;
74918;Confirmed;Medium;PHP < 8.0.12 Vulnerabilidades Mœltiples;https://sistemasweb.cl/bdbivsodp57676;IP Interna;06-01-2024;09-03-2024;27-09-2024;44;44;Si;No;
40470;Confirmed;Low;Servidor SMTP Permite 'Open Relay';17.98.217.180:21366;IP Externa;06-05-2024;03-01-2025;02-01-2025;22;29;Si;No;
20391;Confirmed;Low;Servidor NTP 'monlist' Habilitado (DoS Amplificado);10.220.253.128:44080;IP Interna;07-05-2024;12-02-2024;04-05-2024;13;13;No;No;
69037;Mitigated;Low;Microsoft Exchange Server Remote Code Execution (ProxyShell);10.220.127.89:14949;IP Interna;27-06-2025;06-10-2024;31-01-2024;11;15;Si;No;
21064;Reopened;High;SSLv3 Protocolo Obsoleto Habilitado (POODLE);10.220.234.27:25039;IP Externa;02-10-2024;13-08-2024;21-03-2025;88;73;Si;No;
54151;Confirmed;Medium;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);http://infrahost.cl/migmxdqw8f;IP Interna;22-06-2024;25-12-2024;25-03-2025;49;68;Si;Si;
75388;Confirmed;Informational;SSL/TLS: Cifrados DŽbiles (RC4, 3DES) Habilitados;10.220.14.171:21283;IP Externa;30-01-2025;22-05-2025;26-01-2025;0;0;No;Si;
15273;Confirmed;High;SSL/TLS: Vulnerabilidad 'CRIME';192.168.146.101:46655;IP Externa;16-11-2024;22-11-2024;11-07-2024;81;89;Si;Si;
36284;Reopened;Informational;SSL/TLS: Vulnerabilidad 'CRIME';10.220.255.110:29758;IP Externa;25-08-2024;21-08-2025;03-05-2024;0;0;No;Si;
49379;Mitigated;Informational;Servicio 'Telnet' Habilitado;https://metrics.cl/a1u7q13;IP Interna;04-10-2024;11-08-2024;16-10-2024;0;0;No;Si;
50093;Confirmed;High;SSL/TLS: Certificado Autofirmado (Self-Signed);192.168.8.131:47365;IP Externa;30-12-2024;13-03-2024;23-07-2024;74;71;Si;No;
45930;Mitigated;High;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;10.220.210.135:62051;IP Interna;11-08-2024;15-02-2024;09-05-2024;86;85;Si;No;
71718;Confirmed;Low;SSL/TLS: Vulnerabilidad 'CRIME';10.220.210.135:62051;IP Interna;25-04-2024;03-11-2024;19-08-2024;13;13;No;No;
21792;Mitigated;Medium;SSL/TLS: Certificado Expirado;138.127.0.221:59498;IP Externa;26-05-2024;04-04-2024;16-06-2024;55;59;Si;No;
26569;Reopened;Critical;SSL/TLS: Certificado Autofirmado (Self-Signed);192.168.58.183:5196;IP Externa;21-03-2024;02-10-2024;26-10-2024;94;93;Si;No;
91989;Confirmed;Critical;Cisco IOS < 15.9(3)M Vulnerabilidad de Ejecuci—n Remota de C—digo;192.168.110.42:28248;IP Externa;02-07-2024;15-04-2024;20-08-2024;95;100;Si;No;
39828;Mitigated;Low;Soporte para 'Null Sessions' de SMB Habilitado;http://gestionsegura.cl/rnv3prc;IP Externa;02-05-2024;22-07-2024;23-09-2025;37;34;Si;No;
48201;Confirmed;Critical;DNS Server Permite Transferencias de Zona (AXFR);192.168.237.241:43968;IP Externa;09-06-2024;23-08-2024;20-09-2024;91;94;Si;No;
78748;Confirmed;Medium;JBoss EAP < 7.3.0 Vulnerabilidades de Deserializaci—n;192.168.110.42:28248;IP Externa;01-05-2025;21-01-2024;18-06-2024;48;42;Si;No;
28046;Mitigated;Medium;SSL/TLS: Certificado Autofirmado (Self-Signed);192.168.152.211:4674;IP Externa;10-02-2025;04-09-2024;30-08-2024;68;41;Si;Si;
48300;Confirmed;Low;PUT y DELETE HTTP Habilitados en Servidor Web;10.220.127.89:13062;IP Externa;05-07-2024;23-05-2024;29-04-2024;28;15;Si;Si;
41601;Mitigated;Low;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;192.168.110.42:28248;IP Externa;14-03-2024;31-03-2024;08-05-2025;16;16;No;Si;
40869;Mitigated;Medium;Cisco IOS < 15.9(3)M Vulnerabilidad de Ejecuci—n Remota de C—digo;10.220.165.202:46789;IP Externa;25-07-2024;23-09-2024;19-03-2024;59;61;Si;Si;
45620;Mitigated;Medium;Servicio 'rlogin/rsh' Habilitado;https://innovatec.cl/54zeqdsupy;IP Interna;03-06-2024;10-08-2025;05-01-2024;57;69;Si;Si;
58130;Confirmed;Low;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;44.107.126.106:43038;IP Externa;07-07-2024;29-10-2025;31-01-2024;16;15;Si;Si;
56983;Confirmed;Medium;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);192.168.253.176:5978;IP Externa;08-04-2025;26-08-2024;12-02-2024;60;66;Si;Si;
63265;Confirmed;Low;Java JRE < 8u301 Vulnerabilidades Mœltiples;192.168.178.131:48694;IP Externa;24-09-2024;21-02-2024;30-06-2024;12;30;Si;Si;
92553;Confirmed;High;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);10.220.135.106:51922;IP Interna;22-07-2024;31-08-2024;22-08-2025;75;72;Si;Si;
21856;Reopened;Medium;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;159.9.209.83:35586;IP Externa;23-04-2024;04-07-2025;22-01-2025;66;48;Si;No;
85171;Confirmed;High;OpenSSL < 1.1.1l Vulnerabilidades Mœltiples;192.168.161.231:27213;IP Externa;20-08-2024;19-07-2024;11-10-2025;79;82;Si;No;
16883;Reopened;Low;GitLab < 14.1.2 Remote Code Execution;192.168.187.2:34046;IP Externa;23-10-2025;23-05-2024;08-10-2025;21;23;Si;No;
64664;Mitigated;Medium;GitLab < 14.1.2 Remote Code Execution;192.168.169.62:57941;IP Externa;25-10-2024;28-09-2025;24-10-2024;58;56;Si;No;
54140;Mitigated;Medium;SSLv3 Protocolo Obsoleto Habilitado (POODLE);115.204.153.146:1945;IP Externa;07-05-2024;19-07-2024;26-02-2024;50;51;Si;No;
66605;Confirmed;Medium;Microsoft Exchange Server Remote Code Execution (ProxyShell);192.168.146.101:28417;IP Externa;14-11-2024;05-05-2025;14-01-2025;52;55;Si;No;
25957;Confirmed;High;PHP < 8.0.12 Vulnerabilidades Mœltiples;52.230.224.193:47774;IP Interna;10-01-2024;26-03-2025;26-07-2025;82;73;Si;No;
21567;Confirmed;Medium;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);https://zylos.cl/hldm8x0nw;IP Externa;30-01-2024;16-08-2024;25-05-2025;44;44;Si;No;
34397;Confirmed;Informational;Adobe Acrobat Reader < 2021.005.20060 Vulnerabilidades Mœltiples;192.168.28.17:61313;IP Interna;27-02-2025;10-10-2024;07-04-2025;0;0;No;No;
90127;Confirmed;Medium;VMware vCenter Server < 7.0 U2b Remote Code Execution;192.168.108.250:3277;IP Externa;30-03-2024;12-08-2025;20-08-2024;64;40;Si;No;
28423;Confirmed;High;Microsoft Windows SMBv1 Protocolo Obsoleto Detectado;10.220.248.30:42815;IP Interna;07-12-2024;21-05-2024;17-10-2024;76;87;Si;No;
40471;Confirmed;Medium;Microsoft Office: Missing Security Updates (Macros);20.30.110.129:63734;IP Externa;02-04-2024;20-12-2024;21-01-2025;64;41;Si;No;
88216;Confirmed;Medium;DNS Server Permite Transferencias de Zona (AXFR);192.168.110.42:28248;IP Externa;22-09-2024;26-11-2024;18-04-2024;52;64;Si;Si;
51520;Confirmed;Medium;JBoss EAP < 7.3.0 Vulnerabilidades de Deserializaci—n;192.168.146.62:42786;IP Externa;18-05-2024;26-01-2024;26-09-2025;66;51;Si;Si;
96445;Reopened;High;Soporte para 'Null Sessions' de SMB Habilitado;203.27.94.159:31173;IP Externa;05-05-2024;15-11-2024;06-07-2024;83;80;Si;Si;
16150;Confirmed;Medium;Microsoft Exchange Server Remote Code Execution (ProxyShell);10.220.232.204:44595;IP Externa;05-02-2024;08-12-2024;16-07-2024;53;53;No;Si;
47072;Mitigated;High;Soporte para 'Null Sessions' de SMB Habilitado;10.220.210.135:62051;IP Interna;31-07-2024;06-05-2024;19-09-2024;86;82;Si;Si;
42434;Confirmed;Informational;Encabezado 'Content-Security-Policy (CSP)' No Encontrado;https://sistemasweb.cl/ymg6hl5x6;IP Externa;12-07-2025;26-01-2025;28-08-2024;0;0;No;Si;
85257;Reopened;High;SSL/TLS: Cifrados DŽbiles (RC4, 3DES) Habilitados;119.46.111.157:47496;IP Externa;06-09-2024;07-04-2025;09-12-2024;72;77;Si;Si;
33513;Confirmed;Low;Microsoft Windows SMBv3 Remote Code Execution (EternalBlue);192.168.145.180:2590;IP Externa;30-08-2024;27-02-2024;20-11-2024;37;22;Si;Si;
38875;Mitigated;High;Microsoft Windows SMBv1 Protocolo Obsoleto Detectado;http://metrics.cl/mn29z6izx;IP Externa;30-07-2024;28-10-2024;16-02-2024;77;77;Si;Si;
60323;Confirmed;Critical;Servidor NTP 'monlist' Habilitado (DoS Amplificado);192.168.110.42:28248;IP Externa;25-10-2024;30-05-2024;04-03-2025;98;93;Si;Si;
41607;Confirmed;Medium;Python < 3.9.7 Vulnerabilidades Mœltiples;114.62.73.14:55280;IP Interna;16-06-2025;25-09-2024;28-07-2025;62;69;Si;Si;
23918;Mitigated;High;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);10.220.28.134:45355;IP Interna;19-04-2025;06-02-2024;20-04-2025;76;81;Si;No;
70366;Confirmed;High;SSL/TLS: Certificado Expirado;10.220.4.66:28170;IP Externa;18-05-2025;04-08-2024;16-02-2025;75;75;Si;No;
68522;Confirmed;Medium;Servidor SMTP Expone Usuarios (VRFY / EXPN);68.77.172.208:42043;IP Externa;10-01-2024;30-09-2025;30-10-2024;47;64;Si;No;
33578;Confirmed;Medium;Microsoft Exchange Server Remote Code Execution (ProxyShell);10.220.124.229:64588;IP Interna;11-05-2025;25-06-2025;01-01-2024;43;50;Si;No;
20279;Reopened;Critical;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;179.237.82.184:56923;IP Externa;13-02-2024;15-06-2024;07-05-2025;92;94;Si;No;
72932;Confirmed;Medium;MongoDB < 4.4.8 Vulnerabilidades de Denegaci—n de Servicio;221.88.136.28:36369;IP Externa;12-05-2024;24-07-2024;05-08-2024;57;48;Si;No;
74754;Confirmed;Critical;TLSv1.1 Protocolo Obsoleto Habilitado;192.168.9.60:48916;IP Externa;15-05-2025;22-10-2024;21-04-2024;96;98;Si;No;
80393;Confirmed;Critical;Firewall: Pol’tica 'ANY-ANY-ALLOW' Detectada;192.168.169.62:63923;IP Externa;18-07-2024;27-08-2025;14-12-2024;94;94;Si;No;
93544;Confirmed;Medium;Permisos de /etc/passwd DŽbiles;192.168.110.42:28248;IP Externa;14-01-2024;17-01-2024;22-04-2025;54;45;Si;No;
31977;Mitigated;High;Wordpress < 5.8.1 Vulnerabilidades Mœltiples;192.168.110.42:28248;IP Externa;08-07-2024;25-02-2025;11-09-2024;72;83;Si;No;
43774;Confirmed;High;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);192.168.3.52:28802;IP Externa;16-08-2024;27-01-2025;28-07-2024;77;77;Si;No;
55653;Reopened;Medium;Samba < 4.13.17 Vulnerabilidades Mœltiples (SambaCry);10.220.105.226:21537;IP Externa;13-09-2024;25-07-2024;23-09-2024;68;49;Si;No;
45347;Confirmed;Medium;Permisos de /etc/passwd DŽbiles;192.168.110.42:28248;IP Externa;21-08-2024;02-02-2025;31-12-2024;50;49;Si;No;
39755;Confirmed;Critical;Microsoft SQL Server < 2017 CU22 Vulnerabilidades Mœltiples;10.220.210.135:62051;IP Interna;15-07-2024;18-03-2024;16-07-2024;90;90;Si;No;
48594;Confirmed;Critical;LLMNR y NBT-NS Habilitados (Riesgo de Spoofing);192.168.110.42:28248;IP Externa;04-01-2025;18-05-2024;12-08-2024;92;91;Si;No;
69320;Mitigated;Low;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);192.168.110.42:28248;IP Externa;30-06-2024;12-10-2024;08-01-2025;33;20;Si;No;
15239;Confirmed;Low;Microsoft Exchange Server Remote Code Execution (ProxyShell);10.220.111.196:57649;IP Externa;14-06-2025;02-04-2024;15-10-2024;31;23;Si;Si;
28264;Confirmed;High;Servicio 'Telnet' Habilitado;192.168.238.164:61146;IP Interna;16-03-2024;04-09-2024;21-11-2024;86;74;Si;Si;
60011;Mitigated;Medium;SSL/TLS: Compresi—n (CRIME) Habilitada;192.168.115.225:44480;IP Externa;28-08-2024;07-05-2024;02-05-2024;54;53;Si;Si;
19179;Confirmed;High;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;10.220.210.135:62051;IP Interna;31-05-2024;13-06-2025;18-01-2024;76;89;Si;Si;
24641;Reopened;Informational;Microsoft Windows RDP Remote Code Execution (BlueKeep);10.220.220.103:13524;IP Externa;04-05-2024;03-09-2024;13-06-2024;0;0;No;Si;
72113;Confirmed;Medium;LLMNR y NBT-NS Habilitados (Riesgo de Spoofing);192.168.216.9:1421;IP Externa;08-02-2025;10-07-2024;28-06-2024;61;49;Si;Si;
46527;Confirmed;High;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);https://sistemasweb.cl/bdbivsodp576;IP Externa;11-04-2024;26-12-2024;29-05-2025;79;87;Si;Si;
26019;Mitigated;Medium;Jenkins < 2.303.1 Vulnerabilidades de Cross-Site Scripting (XSS);44.107.126.106:43038;IP Externa;27-10-2025;11-10-2024;07-10-2025;41;62;Si;Si;
62958;Confirmed;Medium;MySQL < 8.0.26 Vulnerabilidades Mœltiples;http://securenet.cl/tsvu61skdn7;IP Externa;09-10-2024;12-04-2024;06-03-2024;66;50;Si;Si;
28778;Reopened;Medium;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;10.220.131.42:38892;IP Interna;06-06-2025;26-01-2024;29-08-2025;59;51;Si;Si;
11267;Confirmed;Medium;Microsoft Windows: Contrase–as almacenadas usando Encriptaci—n Reversible;10.220.98.60:49093;IP Externa;24-01-2025;03-09-2024;22-05-2025;55;45;Si;Si;
87470;Reopened;Medium;Splunk < 8.2.2 Vulnerabilidades Mœltiples;10.220.210.135:62051;IP Interna;27-08-2024;09-01-2024;14-05-2024;55;54;Si;Si;
50592;Confirmed;Medium;JBoss EAP < 7.3.0 Vulnerabilidades de Deserializaci—n;10.220.28.236:61886;IP Externa;04-10-2025;28-09-2024;14-07-2024;58;64;Si;Si;
71443;Mitigated;Medium;Permisos de /etc/passwd DŽbiles;10.220.129.126:9893;IP Externa;11-02-2024;31-07-2024;17-03-2024;40;63;Si;Si;
69738;Confirmed;Low;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);140.110.153.3:56423;IP Externa;26-06-2024;19-05-2024;18-07-2024;13;13;No;Si;
90016;Mitigated;Low;Servidor SMTP Expone Usuarios (VRFY / EXPN);44.107.126.106:43038;IP Externa;14-02-2025;08-06-2025;05-10-2024;17;15;Si;Si;
61066;Confirmed;High;Nginx < 1.20.1 Vulnerabilidades Mœltiples;192.168.253.176:6932;IP Interna;06-01-2024;25-08-2024;25-08-2025;84;85;Si;Si;
21837;Confirmed;Medium;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;10.220.158.53:31961;IP Interna;02-05-2024;03-05-2025;25-02-2025;67;52;Si;Si;
61673;Confirmed;Medium;Python < 3.9.7 Vulnerabilidades Mœltiples;44.107.126.106:43038;IP Externa;09-06-2025;03-11-2024;18-09-2025;47;60;Si;Si;
